citekey,entry_type,title,author,year,journal,doi,url,pages,volume,number,scopus_type,note,open_access_flag,gold_oa,green_oa,record_id,citekey_collision
Rosso2024,ARTICLE,Case report: Personalizing the use of trazodone in real-world patients: a study of three cases of depression with comorbidities,"Rosso, Gianluca and Benatti, Beatrice and Pettorruso, Mauro and Sampogna, Gaia and Tomasetti, Carmine",2024,Frontiers in Psychiatry,10.3389/fpsyt.2024.1362221,https://www.scopus.com/pages/publications/85203796208?origin=resultslist,,15,,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Rosso2024,False
Nerattini2025565,ARTICLE,PET/CT in Movement Disorders: Update,"Nerattini, Matilde and Abenavoli, Elisabetta Maria and Berti, Valentina",2025,Seminars in Nuclear Medicine,10.1053/j.semnuclmed.2025.03.007,https://www.scopus.com/pages/publications/105004239850?origin=resultslist,565 - 576,55,4,Review,Cited by: 4; All Open Access; Hybrid Gold Open Access,True,True,False,Nerattini2025565,False
Brumberg2025926,ARTICLE,[18F]Florzolotau PET for the Differential Diagnosis of Parkinsonism in Patients with Suspected 4-Repeat Tauopathies,"Brumberg, Joachim and Schröter, Nils and Blazhenets, Ganna and Omrane, M. Aymen and Volz, Christian and Weiller, Cornelius and Rijntjes, Michel and Frings, Lars and Hellwig, Sabine and Jost, Wolfgang H. and Meyer, Philipp T.",2025,Journal of Nuclear Medicine,10.2967/jnumed.124.268956,https://www.scopus.com/pages/publications/105007326731?origin=resultslist,926 - 931,66,6,Article,Cited by: 5; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Brumberg2025926,False
Parmera2024238,ARTICLE,"Probable 4-Repeat Tauopathy Criteria Predict Brain Amyloid Negativity, Distinct Clinical Features, and FDG-PET/MRI Neurodegeneneration Patterns in Corticobasal Syndrome","Parmera, Jacy Bezerra and de Godoi Carneiro, Camila and de Almeida, Isabel Junqueira and de Oliveira, Marcos Castello Barbosa and Barbosa, Pedro Melo and Studart-Neto, Adalberto and Ono, Carla Rachel and Nitrini, Ricardo and Buchpiguel, Carlos Alberto and Barbosa, Egberto Reis and Brucki, Sonia Maria Dozzi and Coutinho, Artur Martins",2024,Movement Disorders Clinical Practice,10.1002/mdc3.13959,https://www.scopus.com/pages/publications/85181226587?origin=resultslist,238 - 247,11,3,Article,Cited by: 7; All Open Access; Bronze Open Access; Green Open Access,True,False,True,Parmera2024238,False
Nascimento2025,ARTICLE,"Cannabidiol improves L-DOPA-induced dyskinesia and modulates neuroinflammation and the endocannabinoid, endovanilloid and nitrergic systems","Nascimento, Glauce Crivelaro and Bálico, Gabriela Gonçalves and de Mattos, Bianca Andretto and Dos-Santos-Pereira, Mauricio and Oliveira, Igor Gustavo Carvalho and Queiroz, Maria Eugênia Costa and do Carmo Heck, Lilian and Navegantes, Luiz Carlos and Guimarães, Francisco Silveira and Del-Bel, Elaine",2025,Progress in Neuro-Psychopharmacology and Biological Psychiatry,10.1016/j.pnpbp.2025.111456,https://www.scopus.com/pages/publications/105011162614?origin=resultslist,,141,,Article,Cited by: 4,False,False,False,Nascimento2025,False
Bhaskar20242733,ARTICLE,Exploring the Therapeutic Potential of Cannabigerol in Neurodegenerative Diseases,"Bhaskar, Rakesh and Narayanan, Kannan Badri and Nagayach, Aarti and Choi, Soon Mo and Han, Sung Soo",2024,Journal of Biological Regulators and Homeostatic Agents,10.23812/j.biol.regul.homeost.agents.20243804.214,https://www.scopus.com/pages/publications/85201745920?origin=resultslist,2733 - 2749,38,4,Review,Cited by: 1; All Open Access; Hybrid Gold Open Access,True,True,False,Bhaskar20242733,False
Jellinger2025495,ARTICLE,Pathomechanisms of neuropsychiatric disturbances in atypical parkinsonian disorders: a current view,"Jellinger, Kurt A.",2025,Journal of Neural Transmission,10.1007/s00702-025-02890-7,https://www.scopus.com/pages/publications/85219585161?origin=resultslist,495 - 518,132,4,Review,Cited by: 5,False,False,False,Jellinger2025495,False
Caiza Asitimbay2025,ARTICLE,An Examination of the Application of Cannabis in Therapeutic Use for Parkinson’s syndrome; [Un análisis de la aplicación del cannabis en el uso terapéutico para el síndrome de Parkinson],"Caiza Asitimbay, Mónica Alexandra and Kapoor, Tarun and Maqsood, Ramish and Reddy, Pramod and Sahoo, Lulup Kumar and Aggarwal, Prateek and Lyngdoh, Nelson Nishant Kumar",2025,Health Leadership and Quality of Life,10.56294/hl2025772,https://www.scopus.com/pages/publications/105014442036?origin=resultslist,,4,,Article,Cited by: 0; All Open Access; Gold Open Access,True,True,False,Caiza Asitimbay2025,False
Mishra2025,ARTICLE,Exploring the potential of traditional herbal medicine in the management of central nervous system disorders,"Mishra, Ravindra and Jain, Vinay",2025,Phytomedicine Plus,10.1016/j.phyplu.2025.100896,https://www.scopus.com/pages/publications/105019095487?origin=resultslist,,5,4,Review,Cited by: 6; All Open Access; Gold Open Access; Green Open Access,True,True,True,Mishra2025,False
Goyal2025100,ARTICLE,Cannabinoid Receptor 1: The Neural Gatekeeper of Health and Disease,"Goyal, Ahsas and Kumari, Anshika and Verma, Aanchal and Bhatiya, Sheetal and Yadav, Harlokesh Narayan",2025,Current Neurovascular Research,10.2174/0115672026403497250910124233,https://www.scopus.com/pages/publications/105019341385?origin=resultslist,100 - 114,22,2,Review,Cited by: 0,False,False,False,Goyal2025100,False
Chunowski2024,ARTICLE,Asymmetry in Atypical Parkinsonian Syndromes—A Review,"Chunowski, Patryk and Madetko-Alster, Natalia and Alster, Piotr",2024,Journal of Clinical Medicine,10.3390/jcm13195798,https://www.scopus.com/pages/publications/85206498310?origin=resultslist,,13,19,Review,Cited by: 6; All Open Access; Gold Open Access; Green Open Access,True,True,True,Chunowski2024,False
Munsar2025,ARTICLE,Fluoxetine-Induced Extrapyramidal Symptoms: A Rare Adverse Effect,"Munsar, Zoya and Imtiaz, Mariam and Hussain, Najeeb",2025,Primary Care Companion for CNS Disorders,10.4088/PCC.25cr03996,https://www.scopus.com/pages/publications/105020246556?origin=resultslist,,27,5,Article,Cited by: 0,False,False,False,Munsar2025,False
Rathod202515943,ARTICLE,β-Caryophyllene (CB2 agonist) mitigates rotenone-induced neurotoxicity and apoptosis in SH-SY5Y neuroblastoma cells via modulation of GSK-3β/NRF2/HO-1 axis,"Rathod, Sumit S. and Agrawal, Yogeeta O.",2025,Naunyn-Schmiedeberg's Archives of Pharmacology,10.1007/s00210-025-04281-x,https://www.scopus.com/pages/publications/105005805741?origin=resultslist,15943 - 15963,398,11,Article,Cited by: 6,False,False,False,Rathod202515943,False
Xue2024201,ARTICLE,Dissecting the genetic and causal relationship between sleep-related traits and common brain disorders,"Xue, Baiqiang and Jian, Xuemin and Peng, Lixia and Wu, Chuanhong and Fahira, Aamir and Syed, Ali Alamdar Shah and Xia, Disong and Wang, Baokun and Niu, Mingming and Jiang, Yajie and Ding, Yonghe and Gao, Chengwen and Zhao, Xiangzhong and Zhang, Qian and Shi, Yongyong and Li, Zhiqiang",2024,Sleep Medicine,10.1016/j.sleep.2024.04.032,https://www.scopus.com/pages/publications/85192465946?origin=resultslist,201 - 209,119,,Article,Cited by: 5,False,False,False,Xue2024201,False
Kubota2026,ARTICLE,Cannabis-Based Oil for Pain and Other Non-Motor Symptoms in Parkinson's Disease: A Randomized Controlled Trial,"Kubota, Gabriel T. and Parmera, Jacy B. and Deltreggia, Matheus and Martins, Pedro N. and Alves, Anna Letícia M. and de Falcone, Ananda C.M. and Santana, Ana Rosa and Falcão, Maria Alice P. and Dias, Mayara A. and Moreira, Larissa I. and de Fonseca Filho, Paulo C. and Figueiredo, Eberval G. and Barbosa, Egberto R. and Cury, Rubens G. and de Andrade, Daniel C.",2026,Movement Disorders,10.1002/mds.70449,https://www.scopus.com/pages/publications/105046847050?origin=resultslist,,,,Article,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Kubota2026,False
Lawrence202493,ARTICLE,Schizophrenia and Emergency Medicine,"Lawrence, Ryan E. and Bernstein, Adam",2024,Emergency Medicine Clinics of North America,10.1016/j.emc.2023.06.012,https://www.scopus.com/pages/publications/85166662038?origin=resultslist,93 - 104,42,1,Review,Cited by: 4,False,False,False,Lawrence202493,False
Priya2025,ARTICLE,"Exploring phytoconstituents for Parkinson’s disease: Insights from network pharmacology, molecular modeling and in vivo investigations","Priya, Shiva and Selvaraj, Divakar and Jain, Rashi and Kavyashree, G.S. and Soumya, V. and Gunasekaran, Venkatesh and Ramu, G. and Jayaram, Saravanan",2025,Thai Journal of Pharmaceutical Sciences,10.56808/3027-7922.3050,https://www.scopus.com/pages/publications/105026774871?origin=resultslist,,49,4,Article,Cited by: 0,False,False,False,Priya2025,False
